C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_55_542.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_55_542.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_55_542.jpg, 0, 0, 0, 7.833519E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_55_643.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_55_643.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_55_643.jpg, 0, 0, 0, 8.080455E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_55_747.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_55_747.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_55_747.jpg, 0, 0, 0, 7.864918E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_55_854.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_55_854.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_55_854.jpg, 0, 0, 0, 7.93628E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_55_954.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_55_954.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_55_954.jpg, 0, 0, 0, 8.190344E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_057.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_057.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_057.jpg, 0, 0, 0, 7.883446E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_159.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_159.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_159.jpg, 0, 0, 0, 8.419428E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_264.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_264.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_264.jpg, 0, 0, 0, 7.894117E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_368.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_368.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_368.jpg, 0, 0, 0, 8.155865E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_474.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_474.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_474.jpg, 0, 0, 0, 7.874325E-05
C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\center_2024_07_09_08_28_56_578.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\left_2024_07_09_08_28_56_578.jpg, C:\Users\ansar\Downloads\simulator-windows-64\car_data\IMG\right_2024_07_09_08_28_56_578.jpg, 0, 0, 0, 7.80636E-05
